#FamilyID	pvalue	Significant at 0.05
OG0000315	0.57	n
OG0000316	0.57	n
OG0000317	0.57	n
OG0000318	0.701	n
OG0000319	0.57	n
OG0000320	0.059	n
OG0000321	0.57	n
OG0000322	0.701	n
OG0000323	0.57	n
OG0000324	0.57	n
OG0000325	0.57	n
OG0000326	0.57	n
OG0000327	0.57	n
OG0000328	0.57	n
OG0000329	0.57	n
OG0000330	0.701	n
OG0000338	0.203	n
OG0000339	0.016	y
OG0000340	0.437	n
OG0000341	0.181	n
OG0000342	0.297	n
OG0000343	0.203	n
OG0000344	0.297	n
OG0000345	0.203	n
OG0000347	0.297	n
OG0000348	0.297	n
OG0000349	0.297	n
OG0000350	0.297	n
OG0000351	0.181	n
OG0000355	0.297	n
OG0000358	0.181	n
OG0000359	0.016	y
OG0000360	0.016	y
OG0000361	0.016	y
OG0000362	0.297	n
OG0000366	0.019	y
OG0000367	0.019	y
OG0000370	0.203	n
OG0000372	0.181	n
OG0000375	0.181	n
OG0000376	0.297	n
OG0000378	0.411	n
OG0000382	0.181	n
OG0000383	0.181	n
OG0000384	0.181	n
OG0000385	0.181	n
OG0000386	0.181	n
OG0000390	0.297	n
OG0000397	0.425	n
OG0000398	0.425	n
OG0000399	0.028	y
OG0000400	0.425	n
OG0000408	0.14	n
OG0000409	0.516	n
OG0000410	0.516	n
OG0000411	0.516	n
OG0000413	0.516	n
OG0000414	0.005	y
OG0000415	0.073	n
OG0000416	0.516	n
OG0000417	0.073	n
OG0000418	0.516	n
OG0000419	0.516	n
OG0000422	0.073	n
OG0000423	0.073	n
OG0000424	0.073	n
OG0000425	0.073	n
OG0000426	0.073	n
OG0000427	0.073	n
OG0000428	0.516	n
OG0000433	0.516	n
OG0000434	0.516	n
OG0000435	0.516	n
OG0000436	0.188	n
OG0000437	0.08	n
OG0000439	0.516	n
OG0000440	0.516	n
OG0000441	0.516	n
OG0000443	0.516	n
OG0000444	0.516	n
OG0000445	0.516	n
OG0000447	0.073	n
OG0000448	0.516	n
OG0000462	0.15	n
OG0000463	0.516	n
OG0000466	0.516	n
OG0000468	0.516	n
OG0000469	0.516	n
OG0000470	0.073	n
OG0000471	0.073	n
OG0000472	0.073	n
OG0000473	0.516	n
OG0000474	0.516	n
OG0000478	0.516	n
OG0000479	0.516	n
OG0000480	0.516	n
OG0000481	0.188	n
OG0000482	0.516	n
OG0000483	0.073	n
OG0000486	0.073	n
OG0000488	0.14	n
OG0000489	0.14	n
OG0000492	0.132	n
OG0000497	0.14	n
OG0000502	0.132	n
OG0000503	0.005	y
OG0000510	0.14	n
OG0000512	0.005	y
OG0000530	0.031	y
OG0000531	0.26	n
OG0000532	0.26	n
OG0000533	0.26	n
OG0000534	0.26	n
OG0000539	0.26	n
OG0000550	0.26	n
OG0000552	0.26	n
OG0000557	0.26	n
OG0000560	0.26	n
OG0000568	0.26	n
OG0000572	0.26	n
OG0000573	0.26	n
OG0000574	0.26	n
OG0000575	0.26	n
OG0000576	0.26	n
OG0000577	0.26	n
OG0000578	0.26	n
OG0000579	0.26	n
OG0000581	0.26	n
OG0000582	0.26	n
OG0000583	0.26	n
OG0000586	0.26	n
OG0000591	0.26	n
OG0000592	0.26	n
OG0000596	0.26	n
OG0000597	0.26	n
OG0000613	0.031	y
OG0000619	0.031	y
OG0000625	0.031	y
OG0000626	0.031	y
OG0000633	0.031	y
OG0000651	0.031	y
OG0000657	0.031	y
OG0000659	0.081	n
OG0000660	0.081	n
